product_id,title,description,category,item_type,brand,model_tier,price,material,tecnologia
92,Cafeteira Expressa Eletrolux - Pro Max,"O Cafeteira Expressa Eletrolux - Pro Max é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Pro Max oferece Economia de energia A+++. Produto original Eletrolux com acabamento premium.",Casa,Cafeteira Expressa,Eletrolux,Pro Max,717.22,Revestimento cerâmico,Economia de energia A+++
93,Aspirador de Pó Robô Dyson - Basic,"O Aspirador de Pó Robô Dyson - Basic é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Basic oferece Design ergonômico. Produto original Dyson com acabamento premium.",Casa,Aspirador de Pó Robô,Dyson,Basic,392.88,Revestimento cerâmico,Design ergonômico
94,Aspirador de Pó Robô Dyson - Plus,"O Aspirador de Pó Robô Dyson - Plus é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Plus oferece Design ergonômico. Produto original Dyson com acabamento premium.",Casa,Aspirador de Pó Robô,Dyson,Plus,589.32,Revestimento cerâmico,Design ergonômico
95,Aspirador de Pó Robô Dyson - Premium,"O Aspirador de Pó Robô Dyson - Premium é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Premium oferece Controle via App. Produto original Dyson com acabamento premium.",Casa,Aspirador de Pó Robô,Dyson,Premium,785.76,Revestimento cerâmico,Controle via App
96,Aspirador de Pó Robô Dyson - Pro Max,"O Aspirador de Pó Robô Dyson - Pro Max é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Pro Max oferece Controle via App. Produto original Dyson com acabamento premium.",Casa,Aspirador de Pó Robô,Dyson,Pro Max,982.2,Revestimento cerâmico,Controle via App
97,Aspirador de Pó Robô ConfortPlus - Basic,"O Aspirador de Pó Robô ConfortPlus - Basic é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Basic oferece Controle via App. Produto original ConfortPlus com acabamento premium.",Casa,Aspirador de Pó Robô,ConfortPlus,Basic,220.97,Plástico BPA Free,Controle via App
98,Aspirador de Pó Robô ConfortPlus - Plus,"O Aspirador de Pó Robô ConfortPlus - Plus é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Plus oferece Potência de 1500W. Produto original ConfortPlus com acabamento premium.",Casa,Aspirador de Pó Robô,ConfortPlus,Plus,331.46,Plástico BPA Free,Potência de 1500W
99,Aspirador de Pó Robô ConfortPlus - Premium,"O Aspirador de Pó Robô ConfortPlus - Premium é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Premium oferece Economia de energia A+++. Produto original ConfortPlus com acabamento premium.",Casa,Aspirador de Pó Robô,ConfortPlus,Premium,441.95,Plástico BPA Free,Economia de energia A+++
100,Aspirador de Pó Robô ConfortPlus - Pro Max,"O Aspirador de Pó Robô ConfortPlus - Pro Max é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Pro Max oferece Economia de energia A+++. Produto original ConfortPlus com acabamento premium.",Casa,Aspirador de Pó Robô,ConfortPlus,Pro Max,552.44,Plástico BPA Free,Economia de energia A+++
101,Aspirador de Pó Robô Eletrolux - Basic,"O Aspirador de Pó Robô Eletrolux - Basic é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Basic oferece Economia de energia A+++. Produto original Eletrolux com acabamento premium.",Casa,Aspirador de Pó Robô,Eletrolux,Basic,235.23,Plástico BPA Free,Economia de energia A+++
102,Aspirador de Pó Robô Eletrolux - Plus,"O Aspirador de Pó Robô Eletrolux - Plus é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Plus oferece Controle via App. Produto original Eletrolux com acabamento premium.",Casa,Aspirador de Pó Robô,Eletrolux,Plus,352.84,Plástico BPA Free,Controle via App
103,Aspirador de Pó Robô Eletrolux - Premium,"O Aspirador de Pó Robô Eletrolux - Premium é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Premium oferece Controle via App. Produto original Eletrolux com acabamento premium.",Casa,Aspirador de Pó Robô,Eletrolux,Premium,470.46,Plástico BPA Free,Controle via App
104,Aspirador de Pó Robô Eletrolux - Pro Max,"O Aspirador de Pó Robô Eletrolux - Pro Max é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Pro Max oferece Economia de energia A+++. Produto original Eletrolux com acabamento premium.",Casa,Aspirador de Pó Robô,Eletrolux,Pro Max,588.07,Plástico BPA Free,Economia de energia A+++
105,Luminária Inteligente Dyson - Basic,"O Luminária Inteligente Dyson - Basic é a escolha ideal para quem busca performance. Fabricado com Aço inoxidável, este modelo Basic oferece Design ergonômico. Produto original Dyson com acabamento premium.",Casa,Luminária Inteligente,Dyson,Basic,157.83,Aço inoxidável,Design ergonômico
106,Luminária Inteligente Dyson - Plus,"O Luminária Inteligente Dyson - Plus é a escolha ideal para quem busca performance. Fabricado com Aço inoxidável, este modelo Plus oferece Controle via App. Produto original Dyson com acabamento premium.",Casa,Luminária Inteligente,Dyson,Plus,236.75,Aço inoxidável,Controle via App
107,Luminária Inteligente Dyson - Premium,"O Luminária Inteligente Dyson - Premium é a escolha ideal para quem busca performance. Fabricado com Aço inoxidável, este modelo Premium oferece Controle via App. Produto original Dyson com acabamento premium.",Casa,Luminária Inteligente,Dyson,Premium,315.66,Aço inoxidável,Controle via App
108,Luminária Inteligente Dyson - Pro Max,"O Luminária Inteligente Dyson - Pro Max é a escolha ideal para quem busca performance. Fabricado com Aço inoxidável, este modelo Pro Max oferece Design ergonômico. Produto original Dyson com acabamento premium.",Casa,Luminária Inteligente,Dyson,Pro Max,394.58,Aço inoxidável,Design ergonômico
109,Luminária Inteligente ConfortPlus - Basic,"O Luminária Inteligente ConfortPlus - Basic é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Basic oferece Economia de energia A+++. Produto original ConfortPlus com acabamento premium.",Casa,Luminária Inteligente,ConfortPlus,Basic,161.18,Plástico BPA Free,Economia de energia A+++
110,Luminária Inteligente ConfortPlus - Plus,"O Luminária Inteligente ConfortPlus - Plus é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Plus oferece Design ergonômico. Produto original ConfortPlus com acabamento premium.",Casa,Luminária Inteligente,ConfortPlus,Plus,241.78,Plástico BPA Free,Design ergonômico
111,Luminária Inteligente ConfortPlus - Premium,"O Luminária Inteligente ConfortPlus - Premium é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Premium oferece Controle via App. Produto original ConfortPlus com acabamento premium.",Casa,Luminária Inteligente,ConfortPlus,Premium,322.37,Plástico BPA Free,Controle via App
112,Luminária Inteligente ConfortPlus - Pro Max,"O Luminária Inteligente ConfortPlus - Pro Max é a escolha ideal para quem busca performance. Fabricado com Plástico BPA Free, este modelo Pro Max oferece Controle via App. Produto original ConfortPlus com acabamento premium.",Casa,Luminária Inteligente,ConfortPlus,Pro Max,402.96,Plástico BPA Free,Controle via App
113,Luminária Inteligente Eletrolux - Basic,"O Luminária Inteligente Eletrolux - Basic é a escolha ideal para quem busca performance. Fabricado com Aço inoxidável, este modelo Basic oferece Potência de 1500W. Produto original Eletrolux com acabamento premium.",Casa,Luminária Inteligente,Eletrolux,Basic,273.27,Aço inoxidável,Potência de 1500W
114,Luminária Inteligente Eletrolux - Plus,"O Luminária Inteligente Eletrolux - Plus é a escolha ideal para quem busca performance. Fabricado com Aço inoxidável, este modelo Plus oferece Economia de energia A+++. Produto original Eletrolux com acabamento premium.",Casa,Luminária Inteligente,Eletrolux,Plus,409.91,Aço inoxidável,Economia de energia A+++
115,Luminária Inteligente Eletrolux - Premium,"O Luminária Inteligente Eletrolux - Premium é a escolha ideal para quem busca performance. Fabricado com Aço inoxidável, este modelo Premium oferece Design ergonômico. Produto original Eletrolux com acabamento premium.",Casa,Luminária Inteligente,Eletrolux,Premium,546.54,Aço inoxidável,Design ergonômico
116,Luminária Inteligente Eletrolux - Pro Max,"O Luminária Inteligente Eletrolux - Pro Max é a escolha ideal para quem busca performance. Fabricado com Aço inoxidável, este modelo Pro Max oferece Design ergonômico. Produto original Eletrolux com acabamento premium.",Casa,Luminária Inteligente,Eletrolux,Pro Max,683.18,Aço inoxidável,Design ergonômico
117,Fritadeira Elétrica Dyson - Basic,"O Fritadeira Elétrica Dyson - Basic é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Basic oferece Controle via App. Produto original Dyson com acabamento premium.",Casa,Fritadeira Elétrica,Dyson,Basic,493.75,Revestimento cerâmico,Controle via App
118,Fritadeira Elétrica Dyson - Plus,"O Fritadeira Elétrica Dyson - Plus é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Plus oferece Design ergonômico. Produto original Dyson com acabamento premium.",Casa,Fritadeira Elétrica,Dyson,Plus,740.63,Revestimento cerâmico,Design ergonômico
119,Fritadeira Elétrica Dyson - Premium,"O Fritadeira Elétrica Dyson - Premium é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Premium oferece Design ergonômico. Produto original Dyson com acabamento premium.",Casa,Fritadeira Elétrica,Dyson,Premium,987.51,Revestimento cerâmico,Design ergonômico
120,Fritadeira Elétrica Dyson - Pro Max,"O Fritadeira Elétrica Dyson - Pro Max é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Pro Max oferece Controle via App. Produto original Dyson com acabamento premium.",Casa,Fritadeira Elétrica,Dyson,Pro Max,1234.39,Revestimento cerâmico,Controle via App
121,Fritadeira Elétrica ConfortPlus - Basic,"O Fritadeira Elétrica ConfortPlus - Basic é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Basic oferece Design ergonômico. Produto original ConfortPlus com acabamento premium.",Casa,Fritadeira Elétrica,ConfortPlus,Basic,231.56,Revestimento cerâmico,Design ergonômico
122,Fritadeira Elétrica ConfortPlus - Plus,"O Fritadeira Elétrica ConfortPlus - Plus é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Plus oferece Design ergonômico. Produto original ConfortPlus com acabamento premium.",Casa,Fritadeira Elétrica,ConfortPlus,Plus,347.34,Revestimento cerâmico,Design ergonômico
123,Fritadeira Elétrica ConfortPlus - Premium,"O Fritadeira Elétrica ConfortPlus - Premium é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Premium oferece Potência de 1500W. Produto original ConfortPlus com acabamento premium.",Casa,Fritadeira Elétrica,ConfortPlus,Premium,463.11,Revestimento cerâmico,Potência de 1500W
124,Fritadeira Elétrica ConfortPlus - Pro Max,"O Fritadeira Elétrica ConfortPlus - Pro Max é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Pro Max oferece Potência de 1500W. Produto original ConfortPlus com acabamento premium.",Casa,Fritadeira Elétrica,ConfortPlus,Pro Max,578.89,Revestimento cerâmico,Potência de 1500W
125,Fritadeira Elétrica Eletrolux - Basic,"O Fritadeira Elétrica Eletrolux - Basic é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Basic oferece Design ergonômico. Produto original Eletrolux com acabamento premium.",Casa,Fritadeira Elétrica,Eletrolux,Basic,439.12,Revestimento cerâmico,Design ergonômico
126,Fritadeira Elétrica Eletrolux - Plus,"O Fritadeira Elétrica Eletrolux - Plus é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Plus oferece Economia de energia A+++. Produto original Eletrolux com acabamento premium.",Casa,Fritadeira Elétrica,Eletrolux,Plus,658.68,Revestimento cerâmico,Economia de energia A+++
127,Fritadeira Elétrica Eletrolux - Premium,"O Fritadeira Elétrica Eletrolux - Premium é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Premium oferece Controle via App. Produto original Eletrolux com acabamento premium.",Casa,Fritadeira Elétrica,Eletrolux,Premium,878.25,Revestimento cerâmico,Controle via App
128,Fritadeira Elétrica Eletrolux - Pro Max,"O Fritadeira Elétrica Eletrolux - Pro Max é a escolha ideal para quem busca performance. Fabricado com Revestimento cerâmico, este modelo Pro Max oferece Economia de energia A+++. Produto original Eletrolux com acabamento premium.",Casa,Fritadeira Elétrica,Eletrolux,Pro Max,1097.81,Revestimento cerâmico,Economia de energia A+++
129,Tênis de Corrida North Face - Basic,"O Tênis de Corrida North Face - Basic é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Basic oferece Costura reforçada. Produto original North Face com acabamento premium.",Moda,Tênis de Corrida,North Face,Basic,257.89,Fibras recicladas,Costura reforçada
130,Tênis de Corrida North Face - Plus,"O Tênis de Corrida North Face - Plus é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Plus oferece Costura reforçada. Produto original North Face com acabamento premium.",Moda,Tênis de Corrida,North Face,Plus,386.83,Fibras recicladas,Costura reforçada
131,Tênis de Corrida North Face - Premium,"O Tênis de Corrida North Face - Premium é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Premium oferece Leve e resistente. Produto original North Face com acabamento premium.",Moda,Tênis de Corrida,North Face,Premium,515.77,Fibras recicladas,Leve e resistente
132,Tênis de Corrida North Face - Pro Max,"O Tênis de Corrida North Face - Pro Max é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Pro Max oferece Tecnologia Dry-fit. Produto original North Face com acabamento premium.",Moda,Tênis de Corrida,North Face,Pro Max,644.71,Fibras recicladas,Tecnologia Dry-fit
133,Tênis de Corrida Adidas - Basic,"O Tênis de Corrida Adidas - Basic é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Basic oferece Costura reforçada. Produto original Adidas com acabamento premium.",Moda,Tênis de Corrida,Adidas,Basic,309.54,Tecido respirável,Costura reforçada
134,Tênis de Corrida Adidas - Plus,"O Tênis de Corrida Adidas - Plus é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Plus oferece Leve e resistente. Produto original Adidas com acabamento premium.",Moda,Tênis de Corrida,Adidas,Plus,464.31,Tecido respirável,Leve e resistente
135,Tênis de Corrida Adidas - Premium,"O Tênis de Corrida Adidas - Premium é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Premium oferece Tecnologia Dry-fit. Produto original Adidas com acabamento premium.",Moda,Tênis de Corrida,Adidas,Premium,619.09,Tecido respirável,Tecnologia Dry-fit
136,Tênis de Corrida Adidas - Pro Max,"O Tênis de Corrida Adidas - Pro Max é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Pro Max oferece Costura reforçada. Produto original Adidas com acabamento premium.",Moda,Tênis de Corrida,Adidas,Pro Max,773.86,Tecido respirável,Costura reforçada
137,Tênis de Corrida Nike - Basic,"O Tênis de Corrida Nike - Basic é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Basic oferece Zíper selado. Produto original Nike com acabamento premium.",Moda,Tênis de Corrida,Nike,Basic,326.57,Couro sintético Premium,Zíper selado
138,Tênis de Corrida Nike - Plus,"O Tênis de Corrida Nike - Plus é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Plus oferece Zíper selado. Produto original Nike com acabamento premium.",Moda,Tênis de Corrida,Nike,Plus,489.86,Couro sintético Premium,Zíper selado
139,Tênis de Corrida Nike - Premium,"O Tênis de Corrida Nike - Premium é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Premium oferece Leve e resistente. Produto original Nike com acabamento premium.",Moda,Tênis de Corrida,Nike,Premium,653.15,Couro sintético Premium,Leve e resistente
140,Tênis de Corrida Nike - Pro Max,"O Tênis de Corrida Nike - Pro Max é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Pro Max oferece Costura reforçada. Produto original Nike com acabamento premium.",Moda,Tênis de Corrida,Nike,Pro Max,816.44,Couro sintético Premium,Costura reforçada
141,Mochila Impermeável North Face - Basic,"O Mochila Impermeável North Face - Basic é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Basic oferece Costura reforçada. Produto original North Face com acabamento premium.",Moda,Mochila Impermeável,North Face,Basic,417.74,Couro sintético Premium,Costura reforçada
142,Mochila Impermeável North Face - Plus,"O Mochila Impermeável North Face - Plus é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Plus oferece Costura reforçada. Produto original North Face com acabamento premium.",Moda,Mochila Impermeável,North Face,Plus,626.61,Couro sintético Premium,Costura reforçada
143,Mochila Impermeável North Face - Premium,"O Mochila Impermeável North Face - Premium é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Premium oferece Costura reforçada. Produto original North Face com acabamento premium.",Moda,Mochila Impermeável,North Face,Premium,835.48,Couro sintético Premium,Costura reforçada
144,Mochila Impermeável North Face - Pro Max,"O Mochila Impermeável North Face - Pro Max é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Pro Max oferece Leve e resistente. Produto original North Face com acabamento premium.",Moda,Mochila Impermeável,North Face,Pro Max,1044.34,Couro sintético Premium,Leve e resistente
145,Mochila Impermeável Adidas - Basic,"O Mochila Impermeável Adidas - Basic é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Basic oferece Leve e resistente. Produto original Adidas com acabamento premium.",Moda,Mochila Impermeável,Adidas,Basic,435.67,Fibras recicladas,Leve e resistente
146,Mochila Impermeável Adidas - Plus,"O Mochila Impermeável Adidas - Plus é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Plus oferece Zíper selado. Produto original Adidas com acabamento premium.",Moda,Mochila Impermeável,Adidas,Plus,653.5,Fibras recicladas,Zíper selado
147,Mochila Impermeável Adidas - Premium,"O Mochila Impermeável Adidas - Premium é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Premium oferece Tecnologia Dry-fit. Produto original Adidas com acabamento premium.",Moda,Mochila Impermeável,Adidas,Premium,871.33,Fibras recicladas,Tecnologia Dry-fit
148,Mochila Impermeável Adidas - Pro Max,"O Mochila Impermeável Adidas - Pro Max é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Pro Max oferece Leve e resistente. Produto original Adidas com acabamento premium.",Moda,Mochila Impermeável,Adidas,Pro Max,1089.17,Fibras recicladas,Leve e resistente
149,Mochila Impermeável Nike - Basic,"O Mochila Impermeável Nike - Basic é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Basic oferece Zíper selado. Produto original Nike com acabamento premium.",Moda,Mochila Impermeável,Nike,Basic,314.32,Fibras recicladas,Zíper selado
150,Mochila Impermeável Nike - Plus,"O Mochila Impermeável Nike - Plus é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Plus oferece Tecnologia Dry-fit. Produto original Nike com acabamento premium.",Moda,Mochila Impermeável,Nike,Plus,471.48,Fibras recicladas,Tecnologia Dry-fit
151,Mochila Impermeável Nike - Premium,"O Mochila Impermeável Nike - Premium é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Premium oferece Costura reforçada. Produto original Nike com acabamento premium.",Moda,Mochila Impermeável,Nike,Premium,628.63,Fibras recicladas,Costura reforçada
152,Mochila Impermeável Nike - Pro Max,"O Mochila Impermeável Nike - Pro Max é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Pro Max oferece Leve e resistente. Produto original Nike com acabamento premium.",Moda,Mochila Impermeável,Nike,Pro Max,785.79,Fibras recicladas,Leve e resistente
153,Relógio Analógico North Face - Basic,"O Relógio Analógico North Face - Basic é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Basic oferece Costura reforçada. Produto original North Face com acabamento premium.",Moda,Relógio Analógico,North Face,Basic,363.53,Couro sintético Premium,Costura reforçada
154,Relógio Analógico North Face - Plus,"O Relógio Analógico North Face - Plus é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Plus oferece Tecnologia Dry-fit. Produto original North Face com acabamento premium.",Moda,Relógio Analógico,North Face,Plus,545.29,Couro sintético Premium,Tecnologia Dry-fit
155,Relógio Analógico North Face - Premium,"O Relógio Analógico North Face - Premium é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Premium oferece Costura reforçada. Produto original North Face com acabamento premium.",Moda,Relógio Analógico,North Face,Premium,727.06,Couro sintético Premium,Costura reforçada
156,Relógio Analógico North Face - Pro Max,"O Relógio Analógico North Face - Pro Max é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Pro Max oferece Zíper selado. Produto original North Face com acabamento premium.",Moda,Relógio Analógico,North Face,Pro Max,908.82,Couro sintético Premium,Zíper selado
157,Relógio Analógico Adidas - Basic,"O Relógio Analógico Adidas - Basic é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Basic oferece Tecnologia Dry-fit. Produto original Adidas com acabamento premium.",Moda,Relógio Analógico,Adidas,Basic,259.5,Tecido respirável,Tecnologia Dry-fit
158,Relógio Analógico Adidas - Plus,"O Relógio Analógico Adidas - Plus é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Plus oferece Costura reforçada. Produto original Adidas com acabamento premium.",Moda,Relógio Analógico,Adidas,Plus,389.25,Tecido respirável,Costura reforçada
159,Relógio Analógico Adidas - Premium,"O Relógio Analógico Adidas - Premium é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Premium oferece Leve e resistente. Produto original Adidas com acabamento premium.",Moda,Relógio Analógico,Adidas,Premium,519.0,Tecido respirável,Leve e resistente
160,Relógio Analógico Adidas - Pro Max,"O Relógio Analógico Adidas - Pro Max é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Pro Max oferece Leve e resistente. Produto original Adidas com acabamento premium.",Moda,Relógio Analógico,Adidas,Pro Max,648.75,Tecido respirável,Leve e resistente
161,Relógio Analógico Nike - Basic,"O Relógio Analógico Nike - Basic é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Basic oferece Tecnologia Dry-fit. Produto original Nike com acabamento premium.",Moda,Relógio Analógico,Nike,Basic,469.55,Tecido respirável,Tecnologia Dry-fit
162,Relógio Analógico Nike - Plus,"O Relógio Analógico Nike - Plus é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Plus oferece Zíper selado. Produto original Nike com acabamento premium.",Moda,Relógio Analógico,Nike,Plus,704.33,Tecido respirável,Zíper selado
163,Relógio Analógico Nike - Premium,"O Relógio Analógico Nike - Premium é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Premium oferece Costura reforçada. Produto original Nike com acabamento premium.",Moda,Relógio Analógico,Nike,Premium,939.11,Tecido respirável,Costura reforçada
164,Relógio Analógico Nike - Pro Max,"O Relógio Analógico Nike - Pro Max é a escolha ideal para quem busca performance. Fabricado com Tecido respirável, este modelo Pro Max oferece Tecnologia Dry-fit. Produto original Nike com acabamento premium.",Moda,Relógio Analógico,Nike,Pro Max,1173.89,Tecido respirável,Tecnologia Dry-fit
165,Jaqueta Corta-vento North Face - Basic,"O Jaqueta Corta-vento North Face - Basic é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Basic oferece Zíper selado. Produto original North Face com acabamento premium.",Moda,Jaqueta Corta-vento,North Face,Basic,431.55,Couro sintético Premium,Zíper selado
166,Jaqueta Corta-vento North Face - Plus,"O Jaqueta Corta-vento North Face - Plus é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Plus oferece Zíper selado. Produto original North Face com acabamento premium.",Moda,Jaqueta Corta-vento,North Face,Plus,647.33,Couro sintético Premium,Zíper selado
167,Jaqueta Corta-vento North Face - Premium,"O Jaqueta Corta-vento North Face - Premium é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Premium oferece Costura reforçada. Produto original North Face com acabamento premium.",Moda,Jaqueta Corta-vento,North Face,Premium,863.1,Couro sintético Premium,Costura reforçada
168,Jaqueta Corta-vento North Face - Pro Max,"O Jaqueta Corta-vento North Face - Pro Max é a escolha ideal para quem busca performance. Fabricado com Couro sintético Premium, este modelo Pro Max oferece Tecnologia Dry-fit. Produto original North Face com acabamento premium.",Moda,Jaqueta Corta-vento,North Face,Pro Max,1078.88,Couro sintético Premium,Tecnologia Dry-fit
169,Jaqueta Corta-vento Adidas - Basic,"O Jaqueta Corta-vento Adidas - Basic é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Basic oferece Zíper selado. Produto original Adidas com acabamento premium.",Moda,Jaqueta Corta-vento,Adidas,Basic,170.81,Fibras recicladas,Zíper selado
170,Jaqueta Corta-vento Adidas - Plus,"O Jaqueta Corta-vento Adidas - Plus é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Plus oferece Tecnologia Dry-fit. Produto original Adidas com acabamento premium.",Moda,Jaqueta Corta-vento,Adidas,Plus,256.22,Fibras recicladas,Tecnologia Dry-fit
171,Jaqueta Corta-vento Adidas - Premium,"O Jaqueta Corta-vento Adidas - Premium é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Premium oferece Zíper selado. Produto original Adidas com acabamento premium.",Moda,Jaqueta Corta-vento,Adidas,Premium,341.62,Fibras recicladas,Zíper selado
172,Jaqueta Corta-vento Adidas - Pro Max,"O Jaqueta Corta-vento Adidas - Pro Max é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Pro Max oferece Leve e resistente. Produto original Adidas com acabamento premium.",Moda,Jaqueta Corta-vento,Adidas,Pro Max,427.03,Fibras recicladas,Leve e resistente
173,Jaqueta Corta-vento Nike - Basic,"O Jaqueta Corta-vento Nike - Basic é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Basic oferece Tecnologia Dry-fit. Produto original Nike com acabamento premium.",Moda,Jaqueta Corta-vento,Nike,Basic,446.74,Fibras recicladas,Tecnologia Dry-fit
174,Jaqueta Corta-vento Nike - Plus,"O Jaqueta Corta-vento Nike - Plus é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Plus oferece Costura reforçada. Produto original Nike com acabamento premium.",Moda,Jaqueta Corta-vento,Nike,Plus,670.1,Fibras recicladas,Costura reforçada
175,Jaqueta Corta-vento Nike - Premium,"O Jaqueta Corta-vento Nike - Premium é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Premium oferece Costura reforçada. Produto original Nike com acabamento premium.",Moda,Jaqueta Corta-vento,Nike,Premium,893.47,Fibras recicladas,Costura reforçada
176,Jaqueta Corta-vento Nike - Pro Max,"O Jaqueta Corta-vento Nike - Pro Max é a escolha ideal para quem busca performance. Fabricado com Fibras recicladas, este modelo Pro Max oferece Tecnologia Dry-fit. Produto original Nike com acabamento premium.",Moda,Jaqueta Corta-vento,Nike,Pro Max,1116.84,Fibras recicladas,Tecnologia Dry-fit
